Transaction_Number,Error_Type,Amount,Layer1_Classification,ML_Probability,Threshold_Used,Distance_From_Threshold,Reason
204642,False Positive,2701.93,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 7.07 > 6
156755,False Positive,0.75,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
10783,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V3: 6.53 > 6
152042,False Positive,11.36,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.94 > 6
261621,False Positive,38.83,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 13.87 > 6
24012,False Positive,61.42,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.90 > 6
187593,False Positive,4738.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 9.40 > 6
88768,False Positive,88.73,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
207738,False Positive,0.0,FLAG,0.30814125031192796,0.2,,ML probability 0.3081 >= threshold 0.2
11387,False Positive,70.42,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.06 > 6
15785,False Positive,2.53,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.99 > 6
281123,False Positive,59.17,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.28 > 6
139146,False Positive,1.09,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
16765,False Positive,20.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.40 > 6
81079,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
94575,False Positive,12.33,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 7.28 > 6
179238,False Positive,207.51,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
262717,False Positive,73.73,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
70587,False Positive,1432.8,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
78485,False Positive,10.65,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 6.20 > 6
74312,False Positive,1190.4,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
10460,False Positive,0.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.29 > 6
22227,False Positive,4.68,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 8.10 > 6
195718,False Positive,124.38,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 8.15 > 6
110388,False Positive,229.17,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.14 > 6
110999,False Positive,4229.51,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 8.80 > 6
183292,False Positive,11.56,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 8.07 > 6
138006,False Positive,58.8,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.10 > 6
162024,False Positive,8.03,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.87 > 6
245273,False Positive,398.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 10.69 > 6
125528,False Positive,1608.66,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
134992,False Positive,217.93,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
70943,False Positive,20.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.37 > 6
5371,False Positive,170.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 7.18 > 6
180057,False Positive,600.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
58798,False Positive,618.1,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 12.48 > 6
261648,False Positive,23.72,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.62 > 6
253544,False Positive,56.86,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
211793,False Positive,15.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.42 > 6
235759,False Positive,10.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
66891,False Positive,65.94,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 14.92 > 6
264552,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V14: 8.28 > 6
17746,False Positive,534.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.11 > 6
128630,False Positive,13.08,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 14.25 > 6
175487,False Positive,10.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 9.19 > 6
251428,False Positive,20.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
274679,False Positive,2796.44,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.91 > 6
93343,False Positive,50.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.64 > 6
256360,False Positive,38.64,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.98 > 6
194854,False Positive,2241.97,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 7.18 > 6
132679,False Positive,84.84,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 6.72 > 6
255340,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.51 > 6
55169,False Positive,581.17,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 7.06 > 6
187051,False Positive,15.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.09 > 6
28319,False Positive,545.28,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
143506,False Positive,110.08,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 9.50 > 6
133313,False Positive,3497.7,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.94 > 6
78479,False Positive,10.62,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 8.47 > 6
210307,False Positive,34.97,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.49 > 6
7103,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
199853,False Positive,23.48,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 8.03 > 6
276993,False Positive,39.47,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 9.12 > 6
134854,False Positive,99.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
229751,False Positive,36.28,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 16.74 > 6
73931,False Positive,190.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 10.00 > 6
82015,False Positive,1859.16,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
188298,False Positive,0.92,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
120402,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.58 > 6
43457,False Positive,1717.38,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.39 > 6
171460,False Positive,25.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
239970,False Positive,51.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.13 > 6
224049,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V14: 8.61 > 6
158759,False Positive,2600.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.50 > 6
172469,False Positive,12.35,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 9.91 > 6
63726,False Positive,2075.93,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 7.53 > 6
188198,False Positive,1890.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 8.12 > 6
142365,False Positive,7.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
180944,False Positive,2958.31,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 6.40 > 6
251878,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.90 > 6
70205,False Positive,200.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.08 > 6
53731,False Positive,0.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 7.60 > 6
126263,False Positive,20.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.64 > 6
156892,False Positive,5.01,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
72426,False Positive,2909.94,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 27.32 > 6
32629,False Positive,20.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.08 > 6
266202,False Positive,40.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 7.35 > 6
45109,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
149317,False Positive,98.25,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.06 > 6
73126,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 10.17 > 6
121973,False Positive,36.6,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 9.61 > 6
53981,False Positive,52.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.66 > 6
190637,False Positive,50.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
79169,False Positive,5.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 10 >= 5
81445,False Positive,240.95,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.74 > 6
43027,False Positive,90.92,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
130305,False Positive,6.44,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.53 > 6
266891,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
12994,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.74 > 6
149155,False Positive,43.35,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 7.04 > 6
168795,False Positive,157.18,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.20 > 6
186552,False Positive,0.68,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 10.08 > 6
66090,False Positive,13.5,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 8.07 > 6
278753,False Positive,2.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.74 > 6
203642,False Positive,100.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 10.22 > 6
273514,False Positive,25.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.09 > 6
76790,False Positive,1651.53,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.15 > 6
170746,False Positive,1574.94,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.43 > 6
153457,False Positive,45.51,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V12: 7.35 > 6
115676,False Positive,226.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 9.91 > 6
17399,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
139055,False Positive,9.12,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 11 >= 5
122702,False Positive,2056.85,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 8.44 > 6
216785,False Positive,2037.35,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.17 > 6
232523,False Positive,2669.41,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 9.24 > 6
32669,False Positive,7.68,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.03 > 6
176675,False Positive,2400.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.19 > 6
152337,False Positive,45.39,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.45 > 6
87399,False Positive,1.46,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.78 > 6
76261,False Positive,1584.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.86 > 6
213817,False Positive,65.27,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 6.27 > 6
183480,False Positive,54.95,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
213959,False Positive,31.45,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
68652,False Positive,104.4,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 10.69 > 6
236816,False Positive,299.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.30 > 6
225240,False Positive,341.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
36654,False Positive,41.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
192526,False Positive,1366.03,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
190474,False Positive,8.91,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
147747,False Positive,3.84,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.47 > 6
177813,False Positive,650.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.22 > 6
211168,False Positive,2499.9,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 9.77 > 6
13205,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.09 > 6
202074,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.19 > 6
47128,False Positive,2.29,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 13.69 > 6
282998,False Positive,0.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.91 > 6
242363,False Positive,1510.84,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
244389,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.50 > 6
122331,False Positive,0.12,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.33 > 6
280057,False Positive,3153.32,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.46 > 6
178814,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 9.37 > 6
197913,False Positive,19.27,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.76 > 6
224368,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
177185,False Positive,0.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 8.67 > 6
267760,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V14: 8.47 > 6
141465,False Positive,9.08,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.54 > 6
146592,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 10.92 > 6
87984,False Positive,849.64,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
135747,False Positive,9.42,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
168013,False Positive,48.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 9.76 > 6
40976,False Positive,300.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.08 > 6
197725,False Positive,459.08,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 9.09 > 6
235944,False Positive,134.09,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.68 > 6
151451,False Positive,0.01,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 7.13 > 6
81369,False Positive,23.9,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
84405,False Positive,52.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.15 > 6
91753,False Positive,18.35,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 8.36 > 6
151112,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 14.95 > 6
109723,False Positive,500.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 11.48 > 6
212600,False Positive,1128.35,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
13954,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.50 > 6
172184,False Positive,650.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
65729,False Positive,4.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 11.01 > 6
140435,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.23 > 6
80579,False Positive,2773.88,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 7.16 > 6
10913,False Positive,13.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 7.67 > 6
33853,False Positive,23.8,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
66439,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 7.23 > 6
46741,False Positive,10.62,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 8.09 > 6
42076,False Positive,98.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V26: 6.14 > 6
71817,False Positive,90.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.76 > 6
155296,False Positive,102.24,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 8.60 > 6
205788,False Positive,9.86,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.50 > 6
165262,False Positive,1561.1,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
79640,False Positive,2615.25,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 8.49 > 6
18546,False Positive,2084.94,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 8.19 > 6
105078,False Positive,3.84,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 7.37 > 6
232067,False Positive,100.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
274633,False Positive,727.28,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
134628,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.17 > 6
153686,False Positive,7.59,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.17 > 6
122410,False Positive,10.27,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.14 > 6
62310,False Positive,1430.8,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
123193,False Positive,7.49,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 13 >= 5
251115,False Positive,3.53,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 9.99 > 6
34165,False Positive,14.9,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
244677,False Positive,1322.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
174062,False Positive,10.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.36 > 6
216488,False Positive,447.6,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
68636,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 10.75 > 6
13755,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 7.14 > 6
211592,False Positive,2101.85,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 8.50 > 6
237192,False Positive,1059.28,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
66060,False Positive,1068.55,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.08 > 6
11712,False Positive,28.5,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V26: 6.15 > 6
174361,False Positive,2099.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
145374,False Positive,50.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.77 > 6
65756,False Positive,75.26,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
50639,False Positive,2.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V24: 6.54 > 6
54233,False Positive,11.41,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 8.11 > 6
136183,False Positive,1967.24,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 8.16 > 6
30939,False Positive,1548.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.09 > 6
70782,False Positive,529.44,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 6.72 > 6
201869,False Positive,660.38,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 16.18 > 6
78172,False Positive,4.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.35 > 6
50509,False Positive,3000.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.06 > 6
65822,False Positive,447.15,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.82 > 6
144782,False Positive,19.95,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
199955,False Positive,716.82,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.32 > 6
161815,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.45 > 6
63979,False Positive,209.95,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 9.90 > 6
222039,False Positive,3.78,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 9.14 > 6
250082,False Positive,1786.5,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.46 > 6
208334,False Positive,1610.6,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 7.37 > 6
190507,False Positive,17.73,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.05 > 6
164455,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V14: 7.99 > 6
19437,False Positive,99.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
159800,False Positive,37.87,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
31686,False Positive,3023.76,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.17 > 6
105599,False Positive,9.85,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.00 > 6
230245,False Positive,2127.4,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
146224,False Positive,29.95,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 10.61 > 6
147283,False Positive,76.07,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.08 > 6
281152,False Positive,1537.34,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
93068,False Positive,0.76,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 9.08 > 6
224765,False Positive,83.62,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 9.24 > 6
38820,False Positive,198.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
127653,False Positive,865.58,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
185384,False Positive,1932.3,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
146914,False Positive,1411.16,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
233238,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.70 > 6
252805,False Positive,198.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
49456,False Positive,22.75,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.84 > 6
19562,False Positive,811.88,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.42 > 6
224861,False Positive,4.43,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.75 > 6
205125,False Positive,411.1,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 10.32 > 6
118141,False Positive,39.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
247907,False Positive,252.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
223862,False Positive,2.75,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
5916,False Positive,109.94,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 12.17 > 6
242460,False Positive,73.94,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 6.81 > 6
137620,False Positive,14.23,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.34 > 6
68631,False Positive,1.18,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 8.41 > 6
76045,False Positive,3.61,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
248497,False Positive,0.76,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 9.17 > 6
275034,False Positive,0.76,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.63 > 6
14119,False Positive,9.86,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.46 > 6
155303,False Positive,1.52,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.93 > 6
168250,False Positive,85.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.60 > 6
227543,False Positive,1.46,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.34 > 6
155355,False Positive,1519.97,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
266704,False Positive,39.78,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
186842,False Positive,46.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.75 > 6
203126,False Positive,209.03,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 10.18 > 6
64983,False Positive,300.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.77 > 6
84253,False Positive,1891.73,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
143573,False Positive,17.33,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
43037,False Positive,18.28,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.48 > 6
33756,False Positive,4476.72,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 9.51 > 6
290,False Positive,8.97,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.23 > 6
255640,False Positive,4.31,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
87878,False Positive,5.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 8.44 > 6
217602,False Positive,591.86,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.47 > 6
194036,False Positive,50.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.41 > 6
234788,False Positive,379.38,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
206212,False Positive,35.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.55 > 6
151547,False Positive,0.01,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 6.38 > 6
75726,False Positive,0.68,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.10 > 6
270978,False Positive,30.22,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
113549,False Positive,46.78,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
239728,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.46 > 6
230321,False Positive,60.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.64 > 6
120320,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 9.29 > 6
163591,False Positive,8.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.32 > 6
